id,authors,title,references,category,abstract,year,source
704.0447,"J. Christensson (1), S. Bargi (1), K. Karkkainen (1), Y. Yu (1), G. M.
  Kavoulakis (1), M. Manninen (2), and S. M. Reimann (1) ((1) LTH, Lund, (2)
  Jyvaskyla)",Manipulating the rotational properties of a two-component Bose gas,"New J. Phys., 10 (2008) 033029",cond-mat.mes-hall,"  A rotating, two-component Bose-Einstein condensate is shown to exhibit
vortices of multiple quantization, which are possible due to the interatomic
interactions between the two species. Also, persistent currents are absent in
this system. Finally, the order parameter has a very simple structure for a
range of angular momenta.
",2015,arxiv
704.0448,R. G. Edgar,Giant Planet Migration in Viscous Power-Law Discs,"Astrophys.J.663:1325-1334,2007",astro-ph,"  Many extra-solar planets discovered over the past decade are gas giants in
tight orbits around their host stars. Due to the difficulties of forming these
`hot Jupiters' in situ, they are generally assumed to have migrated to their
present orbits through interactions with their nascent discs. In this paper, we
present a systematic study of giant planet migration in power law discs. We
find that the planetary migration rate is proportional to the disc surface
density. This is inconsistent with the assumption that the migration rate is
simply the viscous drift speed of the disc. However, this result can be
obtained by balancing the angular momentum of the planet with the viscous
torque in the disc. We have verified that this result is not affected by
adjusting the resolution of the grid, the smoothing length used, or the time at
which the planet is released to migrate.
",2009,arxiv
704.0449,"Volker Braun, Maximilian Kreuzer, Burt A. Ovrut, Emanuel Scheidegger","Worldsheet Instantons and Torsion Curves, Part B: Mirror Symmetry","JHEP0710:023,2007",hep-th,"  We apply mirror symmetry to the problem of counting holomorphic rational
curves in a Calabi-Yau threefold X with Z_3 x Z_3 Wilson lines. As we found in
Part A [hep-th/0703182], the integral homology group H_2(X,Z)=Z^3 + Z_3 + Z_3
contains torsion curves. Using the B-model on the mirror of X as well as its
covering spaces, we compute the instanton numbers. We observe that X is
self-mirror even at the quantum level. Using the self-mirror property, we
derive the complete prepotential on X, going beyond the results of Part A. In
particular, this yields the first example where the instanton number depends on
the torsion part of its homology class. Another consequence is that the
threefold X provides a non-toric example for the conjectured exchange of
torsion subgroups in mirror manifolds.
",2016,arxiv
704.045,"M. C. O. Aguiar, V. Dobrosavljevic, E. Abrahams, G. Kotliar",Disorder screening near the Mott-Anderson transition,"Physica B 403, 1417 (2008)",cond-mat.str-el,"  Correlation-driven screening of disorder is studied within the typical-medium
dynamical mean-field theory (TMT-DMFT) of the Mott-Anderson transition. In the
strongly correlated regime, the site energies epsilon_R^i characterizing the
effective disorder potential are strongly renormalized due to the phenomenon of
Kondo pinning. This effect produces very strong screening when the interaction
U is stronger then disorder W, but applies only to a fraction of the sites in
the opposite limit (U<W).
",2008,arxiv
704.0451,"D.R. Ward, N.K. Grady, C.S. Levin, N.J. Halas, Y. Wu, P. Nordlander,
  D. Natelson",Electromigrated nanoscale gaps for surface-enhanced Raman spectroscopy,"Nano Lett. 7, 1396-1400 (2007)",cond-mat.mes-hall,"  Single-molecule detection with chemical specificity is a powerful and much
desired tool for biology, chemistry, physics, and sensing technologies.
Surface-enhanced spectroscopies enable single molecule studies, yet reliable
substrates of adequate sensitivity are in short supply. We present a simple,
scaleable substrate for surface-enhanced Raman spectroscopy (SERS)
incorporating nanometer-scale electromigrated gaps between extended electrodes.
Molecules in the nanogap active regions exhibit hallmarks of very high Raman
sensitivity, including blinking and spectral diffusion. Electrodynamic
simulations show plasmonic focusing, giving electromagnetic enhancements
approaching those needed for single-molecule SERS.
",2008,arxiv
704.0452,Chulhoon Chang and Wei Cui,"Dramatic Variability of X-ray Absorption Lines in the Black Hole
  Candidate Cygnus X-1","Astrophys.J.663:1207-1214,2007",astro-ph,"  We report results from a 30 ks observation of Cygnus X-1 with the High Energy
Transmission Grating Spectrometer (HETGS) on board the {\em Chandra X-ray
Observatory}. Numerous absorption lines were detected in the HETGS spectrum.
The lines are associated with highly ionized Ne, Na, Mg, Al, Si, S, and Fe,
some of which have been seen in earlier HETGS observations. Surprisingly,
however, we discovered dramatic variability of the lines over the duration of
the present observation. For instance, the flux of the Ne X line at 12.14 \AA\
was about $5 \times 10^{-3}$ photons cm$^{-2}$ s$^{-1}$ in the early part of
the observation but became subsequently undetectable, with a 99% upper limit of
$0.06 \times 10^{-3}$ photons cm$^{-2}$ s$^{-1}$ on the flux of the line. This
implies that the line weakened by nearly two orders of magnitude on a timescale
of hours. The overall X-ray flux of the source did also vary during the
observation but only by 20--30%. For Cyg X-1, the absorption lines are
generally attributed to the absorption of X-rays by ionized stellar wind in the
binary system. Therefore, they may provide valuable diagnostics on the physical
condition of the wind. We discuss the implications of the results.
",2009,arxiv
704.0453,"P. Richard, M. Neupane, Y.-M. Xu, P. Fournier, S. Li, Pengcheng Dai,
  Z. Wang and H. Ding","Antiferromagnetism-superconductivity competition in electron-doped
  cuprates triggered by oxygen reduction","Physical Review Letters 99, 157002 (2007)",cond-mat.supr-con cond-mat.str-el,"  We have performed a systematic angle-resolved photoemission study of as-grown
and oxygen-reduced Pr$_{2-x}$Ce$_x$CuO$_4$ and Pr$_{1-x}$LaCe$_{x}$CuO$_4$
electron-doped cuprates. In contrast to the common belief, neither the band
filling nor the band parameters are significantly affected by the oxygen
reduction process. Instead, we show that the main electronic role of the
reduction process is to remove an anisotropic leading edge gap around the Fermi
surface. While the nodal leading edge gap is induced by long-range
antiferomagnetic order, the origin of the antinodal one remains unclear.
",2009,arxiv
704.0455,"Adam L. Kraus, Lynne A. Hillenbrand (Caltech)",USco1606-1935: An Unusually Wide Low-Mass Triple System?,"Astrophys.J.664:1167-1175,2007",astro-ph,"  We present photometric, astrometric, and spectroscopic observations of
USco160611.9-193532 AB, a candidate ultrawide (~1600 AU), low-mass (M_tot~0.4
M_sun) multiple system in the nearby OB association Upper Scorpius. We conclude
that both components are young, comoving members of the association; we also
present high-resolution observations which show that the primary is itself a
close binary system. If the Aab and B components are gravitationally bound, the
system would fall into the small class of young multiple systems which have
unusually wide separations as compared to field systems of similar mass.
However, we demonstrate that physical association can not be assumed purely on
probabilistic grounds for any individual candidate system in this separation
range. Analysis of the association's two-point correlation function shows that
there is a significant probability (25%) that at least one pair of low-mass
association members will be separated in projection by <15"", so analysis of the
wide binary population in Upper Sco will require a systematic search for all
wide systems; the detection of another such pair would represent an excess at
the 98% confidence level.
",2009,arxiv
704.0456,Daniel Arteaga,Particle propagation in cosmological backgrounds,"J.Phys.A40:6901-6906,2007",gr-qc,"  We study the quantum propagation of particles in cosmological backgrounds, by
considering a doublet of massive scalar fields propagating in an expanding
universe, possibly filled with radiation. We focus on the dissipative effects
related to the expansion rate. At first order, we recover the expected result
that the decay rate is determined by the local temperature. Beyond linear
order, the decay rate has an additional contribution governed by the expansion
parameter. This latter contribution is present even for stable particles in the
vacuum. Finally, we analyze the long time behaviour of the propagator and
briefly discuss applications to the trans-Planckian question.
",2009,arxiv
704.0457,"M. P. Blencowe, E. Buks",Quantum analysis of a linear DC SQUID mechanical displacement detector,"Physical Review B 76, 014511 (2007)",cond-mat.supr-con cond-mat.mes-hall quant-ph,"  We provide a quantum analysis of a DC SQUID mechanical displacement detector
within the sub-critical Josephson current regime. A segment of the SQUID loop
forms the mechanical resonator and motion of the latter is transduced
inductively through changes in the flux threading the loop. Expressions are
derived for the detector signal response and noise, which are used to evaluate
the position and force detection sensitivity. We also investigate cooling of
the mechanical resonator due to back reaction noise from the detector.
",2009,arxiv
